avg_load,max_load,proc_cpu,mem_used_pct,procs_running,procs_blocked,loadavg1,loadavg5,loadavg15,psi_cpu_some,psi_cpu_full,proc_vms_kb,proc_rss_kb,proc_threads,proc_read_bytes,proc_write_bytes,boost_level
0,2,43.5,21.311563738028493,2,0,1.22,1.02,1.29,0.0,0.0,1462042060,623820.0,27.0,0.0,0.0,1
4,15,43.5,21.308370837442947,2,1,1.22,1.02,1.29,0.0,0.0,1462042060,623832.0,27.0,0.0,0.0,1
6,17,43.4,21.36377265150937,2,0,1.22,1.02,1.29,0.0,0.0,1462042060,623840.0,27.0,0.0,0.0,1
7,56,43.4,21.6985033777396,1,0,1.22,1.02,1.29,0.0,0.0,1462042060,623852.0,27.0,0.0,0.0,1
7,65,43.3,21.656870947448347,1,0,1.22,1.02,1.29,0.0,0.0,1462042060,623860.0,27.0,0.0,0.0,1
0,2,43.3,21.630554462153405,1,0,1.22,1.02,1.29,0.0,0.0,1462042060,623872.0,27.0,0.0,0.0,1
0,2,43.2,21.568941458666657,1,0,1.12,1.0,1.28,0.0,0.0,1462042060,623880.0,27.0,0.0,0.0,1
6,100,43.2,21.50757790053816,3,0,1.12,1.0,1.28,0.0,0.0,1462042060,623896.0,27.0,0.0,0.0,3
3,9,43.1,21.42595937932008,2,0,1.12,1.0,1.28,0.0,0.0,1462042060,623908.0,27.0,0.0,0.0,1
6,59,43.0,21.71743628043046,1,0,1.12,1.0,1.28,0.0,0.0,1462042060,623924.0,27.0,0.0,0.0,1
7,57,43.0,21.63374736273895,1,0,1.12,1.0,1.28,0.0,0.0,1462042060,623932.0,27.0,0.0,0.0,1
0,2,42.9,21.580615501432565,1,0,1.12,1.0,1.28,0.0,0.0,1462042060,623944.0,27.0,0.0,0.0,1
0,2,42.9,21.44421877954369,1,0,1.12,1.0,1.28,0.0,0.0,1462042060,623956.0,27.0,0.0,0.0,1
0,1,42.8,21.4247620416005,2,0,1.12,1.0,1.28,0.0,0.0,1462042060,623968.0,27.0,0.0,0.0,1
3,12,42.8,21.36843727970856,2,0,1.12,1.0,1.28,0.0,0.0,1462042060,623976.0,27.0,0.0,0.0,1
9,62,42.7,21.682588763883505,1,0,1.27,1.04,1.29,0.0,0.0,1462042060,623996.0,27.0,0.0,0.0,1
0,8,42.6,21.682588763883505,1,0,1.27,1.04,1.29,0.0,0.0,1462042060,624012.0,27.0,0.0,0.0,1
0,2,42.6,21.641006222663904,1,0,1.27,1.04,1.29,0.0,0.0,1462042060,624016.0,27.0,0.0,0.0,1
0,3,42.5,21.561857210492477,1,0,1.27,1.04,1.29,0.0,0.0,1462042060,624028.0,27.0,0.0,0.0,1
1,8,42.5,21.471258656377547,2,0,1.27,1.04,1.29,0.0,0.0,1462042060,624036.0,27.0,0.0,0.0,1
6,24,42.4,21.493608960476383,2,0,1.27,1.04,1.29,0.0,0.0,1462042060,624048.0,27.0,0.0,0.0,1
0,5,42.3,21.7353215126167,1,0,1.17,1.02,1.28,0.0,0.0,1462042060,624080.0,27.0,0.0,0.0,1
0,3,42.2,21.697755041664852,1,0,1.17,1.02,1.28,0.0,0.0,1462042060,624096.0,27.0,0.0,0.0,1
0,3,42.2,21.26050227319555,1,0,1.17,1.02,1.28,0.0,0.0,1462042060,624104.0,27.0,0.0,0.0,1
0,2,42.1,21.290211215362643,2,0,1.17,1.02,1.28,0.0,0.0,1462042060,624116.0,27.0,0.0,0.0,1
6,18,42.1,21.278237838166834,2,0,1.17,1.02,1.28,0.0,0.0,1462042060,624120.0,27.0,0.0,0.0,1
7,50,42.0,21.467267530645607,3,0,1.17,1.02,1.28,0.0,0.0,1462042060,624136.0,27.0,0.0,0.0,1
8,51,42.0,21.5212225616342,1,0,1.17,1.02,1.28,0.0,0.0,1462042060,624144.0,27.0,0.0,0.0,1
0,3,42.0,21.52279406739116,1,0,1.17,1.02,1.28,0.0,0.0,1462042060,624160.0,27.0,0.0,0.0,1
0,2,41.9,21.418276462286112,1,0,1.17,1.02,1.28,0.0,0.0,1462042060,624164.0,27.0,0.0,0.0,1
0,3,41.9,21.394579153252742,1,0,1.17,1.02,1.28,0.0,0.0,1462042060,624168.0,27.0,0.0,0.0,1
6,100,98.7,21.331070365043324,2,0,1.07,1.0,1.28,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.2,21.189659791453707,2,0,1.07,1.0,1.28,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
12,100,99.4,21.19993694021344,2,0,1.07,1.0,1.28,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.5,21.15887823424616,2,0,1.07,1.0,1.28,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.6,21.0330579955469,2,0,1.07,1.0,1.28,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.7,20.99234851308116,2,0,1.07,1.0,1.28,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.4,20.94196055071549,3,0,1.07,1.0,1.28,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.7,20.854380285435337,2,0,1.07,1.0,1.28,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
5,78,41.4,20.73876236188834,1,0,0.99,0.98,1.27,0.0,0.0,1462042060,624284.0,27.0,0.0,0.0,1
0,4,41.3,20.69411164276232,1,0,0.99,0.98,1.27,0.0,0.0,1462042060,624292.0,27.0,0.0,0.0,1
0,2,41.3,20.682287932781463,1,0,0.99,0.98,1.27,0.0,0.0,1462042060,624300.0,27.0,0.0,0.0,1
4,72,97.6,20.593485385245906,2,0,0.99,0.98,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.2,20.521295898569537,2,0,0.99,0.98,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.4,20.509547022196152,2,0,0.99,0.98,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.5,20.48133475217853,2,0,0.99,0.98,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.6,20.46364907627889,2,0,0.99,0.98,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.4,20.42376276349537,2,0,0.99,0.99,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.4,20.412587611445957,2,0,0.99,0.99,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,20.370630902188974,2,0,0.99,0.99,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,20.332964653093843,2,0,0.99,0.99,1.27,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
0,1,40.7,20.26386828885972,1,0,0.99,0.99,1.27,0.0,0.0,1462042060,624420.0,27.0,0.0,0.0,1
0,3,40.7,20.194971480912194,1,0,0.99,0.99,1.27,0.0,0.0,1462042060,624428.0,27.0,0.0,0.0,1
0,3,40.6,20.24458616266731,1,0,0.99,0.99,1.27,0.0,0.0,1462042060,624440.0,27.0,0.0,0.0,1
6,100,98.9,20.19202802568489,2,0,0.99,0.99,1.27,0.0,0.0,15884,11420.0,1.0,0.0,0.0,3
6,100,99.3,20.159225961075546,2,0,0.99,0.99,1.27,0.0,0.0,15884,11420.0,1.0,0.0,0.0,3
6,100,99.4,20.159450461897965,2,0,0.99,0.99,1.27,0.0,0.0,15884,11420.0,1.0,0.0,0.0,3
6,100,99.5,20.16139613569229,2,0,0.99,0.99,1.27,0.0,0.0,15884,11420.0,1.0,0.0,0.0,3
6,100,99.6,20.190855632501137,2,0,0.99,0.99,1.27,0.0,0.0,15884,11420.0,1.0,0.0,0.0,3
6,100,99.7,20.1623190835178,2,0,0.99,0.99,1.27,0.0,0.0,15884,11420.0,1.0,0.0,0.0,3
6,100,99.5,20.1453817436929,2,0,0.99,0.99,1.27,0.0,0.0,15884,11420.0,1.0,0.0,0.0,3
6,100,99.5,20.12841945933217,2,0,0.99,0.99,1.27,0.0,0.0,15884,11420.0,1.0,0.0,0.0,3
6,97,40.2,20.114076351233035,1,0,0.99,0.99,1.27,0.0,0.0,1462042060,624548.0,27.0,0.0,0.0,3
0,2,40.1,20.12779584593656,1,0,0.99,0.99,1.27,0.0,0.0,1462042060,624568.0,27.0,0.0,0.0,1
0,8,40.1,20.109935558286157,2,0,0.91,0.97,1.26,0.0,0.0,1462042060,624572.0,27.0,0.0,0.0,1
6,100,98.5,20.09145165724012,2,0,0.91,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.1,20.13552865204219,2,0,0.91,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,100.0,20.141839619605804,2,0,0.91,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,100.0,20.10681749130807,2,0,0.91,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.6,20.07633526853042,2,0,0.91,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.6,20.123255940416485,2,0,0.91,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,20.099833021277192,2,0,0.91,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,20.08790953315304,2,0,0.91,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,20.070997137863955,2,0,0.92,0.97,1.26,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
0,2,39.6,20.0255980826632,1,0,0.92,0.97,1.26,0.0,0.0,1462042060,624800.0,27.0,0.0,0.0,1
0,3,39.5,20.02320340722403,1,0,0.92,0.97,1.26,0.0,0.0,1462042060,624800.0,27.0,0.0,0.0,1
0,1,39.5,20.00060365776696,1,0,0.92,0.97,1.26,0.0,0.0,1462042060,624820.0,27.0,0.0,0.0,1
6,100,99.0,19.974811007724323,2,0,0.92,0.97,1.26,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
8,73,99.3,19.966728978117157,4,0,0.92,0.97,1.26,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
6,100,99.5,19.963012242279287,2,0,0.92,0.97,1.26,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
6,100,99.2,19.921155311165627,2,0,0.92,0.97,1.26,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
6,100,99.3,19.916964629147092,2,0,0.92,0.97,1.26,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
6,100,99.4,19.90479169566469,2,0,0.92,0.97,1.26,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
6,100,99.7,19.884037841858625,2,0,0.92,0.97,1.26,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
12,100,99.5,19.882940282282348,2,0,0.92,0.97,1.26,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
0,1,39.0,19.85051238571037,1,0,0.92,0.97,1.26,0.0,0.0,1462042060,624928.0,27.0,0.0,0.0,1
0,3,39.0,19.846471370906794,1,0,0.92,0.97,1.26,0.0,0.0,1462042060,624936.0,27.0,0.0,0.0,1
0,2,39.0,19.836867724614315,1,0,0.92,0.97,1.26,0.0,0.0,1462042060,624948.0,27.0,0.0,0.0,1
6,100,100.0,19.81870810253401,2,0,0.93,0.97,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,100.0,19.835021828963296,2,0,0.93,0.97,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.4,19.83454788278264,2,0,0.93,0.97,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.5,19.83088103601641,2,0,0.93,0.97,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.6,19.81277130300776,2,0,0.93,0.97,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,100.0,19.79748030254729,2,0,0.93,0.97,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,19.78014385014919,2,0,0.93,0.97,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,19.781316243332945,2,0,0.93,0.97,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
0,2,38.5,19.74631905957105,1,0,0.93,0.97,1.25,0.0,0.0,1462042060,625056.0,27.0,0.0,0.0,1
0,5,38.5,19.747316841004025,1,0,0.86,0.95,1.25,0.0,0.0,1462042060,625068.0,27.0,0.0,0.0,1
0,2,38.4,19.74312615898549,1,0,0.86,0.95,1.25,0.0,0.0,1462042060,625080.0,27.0,0.0,0.0,1
6,100,99.0,19.765676019370925,2,0,0.86,0.95,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.3,19.75060951973288,2,0,0.86,0.95,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.0,19.75971427530885,2,0,0.86,0.95,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.6,19.751432689415083,2,0,0.86,0.95,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.6,19.75440108917821,2,0,0.86,0.95,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
7,76,99.7,19.75440108917821,2,0,0.86,0.95,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.5,19.750958743234413,2,0,0.86,0.95,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.5,19.75567326050527,2,0,0.87,0.96,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
1,22,38.0,19.73569268730977,1,0,0.87,0.96,1.25,0.0,0.0,1462042060,625256.0,27.0,0.0,0.0,1
0,4,38.0,19.736241467097905,1,0,0.87,0.96,1.25,0.0,0.0,1462042060,625272.0,27.0,0.0,0.0,1
0,2,37.9,19.73519379659328,1,0,0.87,0.96,1.25,0.0,0.0,1462042060,625280.0,27.0,0.0,0.0,1
5,63,98.7,19.765900520193348,2,0,0.87,0.96,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.2,19.75889110562664,2,0,0.87,0.96,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.4,19.76178467178229,2,0,0.87,0.96,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.5,19.76195928353306,2,0,0.87,0.96,1.25,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.6,19.74956184922824,2,0,0.88,0.96,1.24,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
12,100,99.7,19.74956184922824,2,0,0.88,0.96,1.24,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,19.74407405134683,2,0,0.88,0.96,1.24,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,87,99.5,19.744273607633424,2,0,0.88,0.96,1.24,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
5,90,37.5,19.71394105207072,1,0,0.88,0.96,1.24,0.0,0.0,1462042060,625400.0,27.0,0.0,0.0,3
0,2,37.5,19.71309293785268,1,0,0.88,0.96,1.24,0.0,0.0,1462042060,625416.0,27.0,0.0,0.0,1
0,2,37.5,19.71556244689932,1,0,0.88,0.96,1.24,0.0,0.0,1462042060,625424.0,27.0,0.0,0.0,1
1,21,98.2,19.72199813714206,2,0,0.88,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
6,100,99.0,19.72486675876189,2,0,0.89,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
6,100,99.3,19.726463209054668,2,0,0.89,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
6,100,99.5,19.726039151945653,2,0,0.89,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
12,100,99.6,19.71873040294905,2,0,0.89,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
6,57,99.6,19.72501642597684,2,0,0.89,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
6,97,99.4,19.72272152868097,2,0,0.89,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
6,100,99.7,19.727635602238426,2,0,0.89,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
6,100,99.7,19.726887266163683,2,0,0.89,0.96,1.24,0.0,0.0,15884,11416.0,1.0,0.0,0.0,3
6,100,37.0,19.70328973527362,1,0,0.82,0.94,1.24,0.0,0.0,1462042060,625540.0,27.0,0.0,0.0,3
1,10,37.0,19.70451201752902,1,0,0.82,0.94,1.24,0.0,0.0,1462042060,625560.0,27.0,0.0,0.0,1
8,100,98.1,19.73489446216338,2,0,0.82,0.94,1.24,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,100.0,19.73534346380822,2,0,0.82,0.94,1.24,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.3,19.73534346380822,2,0,0.82,0.94,1.24,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
3,46,99.5,19.738536364393767,2,0,0.82,0.94,1.24,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.6,19.732774176618285,2,0,0.82,0.94,1.24,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
12,100,99.6,19.739459312219275,2,0,0.82,0.94,1.24,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
9,82,99.4,19.73731408213837,2,0,0.82,0.94,1.24,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.7,19.73731408213837,2,0,0.83,0.94,1.23,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.7,19.73564279823812,2,0,0.83,0.94,1.23,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
0,2,36.5,19.754201532891614,1,0,0.83,0.94,1.23,0.0,0.0,1462042060,625676.0,27.0,0.0,0.0,1
0,3,36.5,19.75170707930916,2,0,0.83,0.94,1.23,0.0,0.0,1462042060,625612.0,27.0,0.0,0.0,1
0,2,36.5,19.74988612819396,1,0,0.83,0.94,1.23,0.0,0.0,1462042060,625624.0,27.0,0.0,0.0,1
6,100,98.7,35.98433882262788,2,0,0.83,0.94,1.23,0.0,0.0,71320,69532.0,1.0,0.0,0.0,3
4,36,36.3,20.087335808829067,1,0,0.83,0.94,1.23,0.0,0.0,1462042060,625664.0,27.0,0.0,0.0,1
0,6,36.3,20.096989344193183,1,0,0.77,0.93,1.23,0.0,0.0,1462042060,625596.0,27.0,0.0,0.0,1
0,2,36.3,20.09614122997515,1,0,0.77,0.93,1.23,0.0,0.0,1462042060,625604.0,27.0,0.0,0.0,1
0,2,36.2,20.09349710917774,1,0,0.77,0.93,1.23,0.0,0.0,1462042060,625612.0,27.0,0.0,0.0,1
6,96,100.0,37.28956165964977,2,0,0.77,0.93,1.23,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
5,81,36.1,19.69066780014638,1,0,0.77,0.93,1.23,0.0,0.0,1462042060,625660.0,27.0,0.0,0.0,1
0,3,36.1,19.68747489956083,1,0,0.77,0.93,1.23,0.0,0.0,1462042060,625664.0,27.0,0.0,0.0,1
0,2,36.0,19.688896738102823,1,0,0.77,0.93,1.23,0.0,0.0,1462042060,625676.0,27.0,0.0,0.0,1
0,2,36.0,19.686477118127844,2,0,0.77,0.93,1.23,0.0,0.0,1462042060,625680.0,27.0,0.0,0.0,1
6,100,98.9,38.60640865036591,2,0,0.86,0.94,1.23,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
3,40,35.8,20.08688680718422,2,0,0.86,0.94,1.23,0.0,0.0,1462042060,625724.0,27.0,0.0,0.0,1
0,4,35.8,20.100381801065332,1,0,0.86,0.94,1.23,0.0,0.0,1462042060,625736.0,27.0,0.0,0.0,1
0,2,35.8,20.09594167368856,1,0,0.86,0.94,1.23,0.0,0.0,1462042060,625744.0,27.0,0.0,0.0,1
0,1,35.7,20.08374379567033,1,0,0.86,0.94,1.23,0.0,0.0,1462042060,625752.0,27.0,0.0,0.0,1
6,100,100.0,39.829214741023335,2,0,0.86,0.94,1.23,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
5,66,35.6,19.65282693930046,1,0,0.88,0.95,1.23,0.0,0.0,1462042060,625792.0,27.0,0.0,0.0,1
0,4,35.6,19.65397438794839,1,0,0.88,0.95,1.23,0.0,0.0,1462042060,625800.0,27.0,0.0,0.0,1
0,2,35.5,19.652577493942225,1,0,0.88,0.95,1.23,0.0,0.0,1462042060,625816.0,27.0,0.0,0.0,1
1,24,98.2,30.329412551192423,2,0,0.88,0.95,1.23,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
6,100,99.0,40.63666936566545,2,0,0.88,0.95,1.23,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
5,82,35.4,19.664226592172305,1,0,0.88,0.95,1.23,0.0,0.0,1462042060,625916.0,27.0,0.0,0.0,1
0,3,35.3,19.660609634477744,1,0,0.88,0.95,1.23,0.0,0.0,1462042060,625924.0,27.0,0.0,0.0,1
0,2,35.3,19.661058636122583,1,0,0.81,0.93,1.22,0.0,0.0,1462042060,625944.0,27.0,0.0,0.0,1
1,22,98.3,31.14040929992162,2,0,0.81,0.93,1.22,0.0,0.0,71320,69532.0,1.0,0.0,0.0,3
6,100,99.0,41.446019775030216,2,0,0.81,0.93,1.22,0.0,0.0,71320,69532.0,1.0,0.0,0.0,3
5,44,35.1,20.14435901772409,1,0,0.81,0.93,1.22,0.0,0.0,1462042060,625984.0,27.0,0.0,0.0,1
0,2,35.1,20.12876868283372,1,0,0.81,0.93,1.22,0.0,0.0,1462042060,625992.0,27.0,0.0,0.0,1
0,3,35.1,20.12874373829789,1,0,0.81,0.93,1.22,0.0,0.0,1462042060,626000.0,27.0,0.0,0.0,1
6,100,98.4,32.3996843019546,2,0,0.81,0.93,1.22,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
6,100,99.1,42.65577987345138,2,0,0.82,0.93,1.22,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
0,1,34.9,20.104971595657062,1,0,0.82,0.93,1.22,0.0,0.0,1462042060,626048.0,27.0,0.0,0.0,1
0,4,34.9,20.1128291244418,1,0,0.82,0.93,1.22,0.0,0.0,1462042060,626064.0,27.0,0.0,0.0,1
0,7,34.9,20.10846383067249,1,0,0.82,0.93,1.22,0.0,0.0,1462042060,626076.0,27.0,0.0,0.0,1
6,100,98.5,33.17885182297162,2,0,0.82,0.93,1.22,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
6,90,99.1,43.58034909378996,2,0,0.82,0.93,1.22,0.0,0.0,71320,69528.0,1.0,0.0,0.0,3
0,2,34.7,20.117493752641003,1,0,0.82,0.93,1.22,0.0,0.0,1462042060,626124.0,27.0,0.0,0.0,1
0,2,34.7,20.11981359447269,1,0,0.75,0.92,1.22,0.0,0.0,1462042060,626136.0,27.0,0.0,0.0,1
0,5,34.6,20.12051204147578,2,0,0.75,0.92,1.22,0.0,0.0,1462042060,626140.0,27.0,0.0,0.0,1
19,100,97.2,32.99693132320286,4,0,0.75,0.92,1.22,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
21,100,98.3,40.74293308827821,3,0,0.75,0.92,1.22,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
13,100,98.8,41.231821045904425,3,0,0.75,0.92,1.22,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
14,100,99.5,41.37395501103297,3,0,0.75,0.92,1.22,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
13,100,99.2,21.277963448272764,2,0,0.75,0.92,1.22,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.3,21.24201837214953,2,0,0.75,0.92,1.22,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
6,100,99.4,21.23787757920265,2,0,0.77,0.92,1.21,0.0,0.0,15884,11428.0,1.0,0.0,0.0,3
1,28,34.3,21.05495929800089,1,0,0.77,0.92,1.21,0.0,0.0,1462042060,626236.0,27.0,0.0,0.0,1
0,8,34.3,20.99646436149222,1,0,0.77,0.92,1.21,0.0,0.0,1462042060,626248.0,27.0,0.0,0.0,1
0,2,34.3,21.007090733753497,1,0,0.77,0.92,1.21,0.0,0.0,1462042060,626252.0,27.0,0.0,0.0,1
13,75,100.0,32.54264143676535,4,0,0.77,0.92,1.21,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
17,100,99.1,41.48862504221863,3,0,0.77,0.92,1.21,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
17,54,100.0,41.70599172739414,3,0,0.77,0.92,1.21,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
12,100,99.5,41.829093011688514,3,0,0.77,0.92,1.21,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
16,100,99.6,21.878553037321517,2,0,0.79,0.92,1.21,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
20,100,99.6,21.841984347802654,2,0,0.79,0.92,1.21,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.7,21.84502758117326,2,0,0.79,0.92,1.21,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.5,21.84659908693021,2,0,0.79,0.92,1.21,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
0,2,33.9,21.700723441427986,1,0,0.79,0.92,1.21,0.0,0.0,1462042060,626368.0,27.0,0.0,0.0,1
6,100,33.9,21.66013868164137,1,0,0.79,0.92,1.21,0.0,0.0,1462042060,626376.0,27.0,0.0,0.0,3
0,2,33.9,21.62319582408515,1,0,0.79,0.92,1.21,0.0,0.0,1462042060,626388.0,27.0,0.0,0.0,1
20,100,98.9,39.52045127658651,5,0,0.79,0.92,1.21,0.0,0.0,71320,69532.0,1.0,0.0,0.0,3
13,100,85.7,42.27462736605159,5,0,0.89,0.94,1.22,0.0,0.0,93068,54076.0,1.0,0.0,0.0,3
11,100,99.3,22.320295822239256,2,0,0.89,0.94,1.22,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.4,22.15109703574103,2,0,0.89,0.94,1.22,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
6,100,99.5,22.14867741576605,2,0,0.89,0.94,1.22,0.0,0.0,15884,11424.0,1.0,0.0,0.0,3
5,85,33.6,21.96777964196609,2,0,0.89,0.94,1.22,0.0,0.0,1462042060,626484.0,27.0,0.0,0.0,1
0,3,33.5,21.897885052585572,1,0,0.89,0.94,1.22,0.0,0.0,1462042060,626492.0,27.0,0.0,0.0,1
0,1,33.5,21.868275888561783,1,0,0.89,0.94,1.22,0.0,0.0,1462042060,626504.0,27.0,0.0,0.0,1
15,82,98.8,37.646817301729605,5,0,0.82,0.92,1.21,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
20,100,99.2,42.35886506353124,3,0,0.82,0.92,1.21,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
19,100,99.4,42.34517051336354,3,0,0.82,0.92,1.21,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
12,100,99.5,22.815120579391724,2,0,0.82,0.92,1.21,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
14,100,99.6,22.661512127783865,2,0,0.82,0.92,1.21,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
6,100,99.4,22.607956209368474,2,0,0.82,0.92,1.21,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
6,100,99.7,22.49725235937892,2,0,0.82,0.92,1.21,0.0,0.0,15884,11464.0,1.0,0.0,0.0,3
1,29,33.2,22.39298419963212,1,0,0.82,0.92,1.21,0.0,0.0,1462042060,626604.0,27.0,0.0,0.0,1
