avg_load,max_load,proc_cpu,target_pid,mem_used_pct,procs_running,procs_blocked,loadavg1,loadavg5,loadavg15,psi_cpu_some,psi_cpu_full,proc_vms_kb,proc_rss_kb,proc_threads,proc_read_bytes,proc_write_bytes,boost_level,timestamp
25,100,33.3,108814,12.535627033291474,1,0,0.93,0.78,0.37,0.0,0.0,19596,15180,1,0,0,3,1764010561.6288037
0,4,1.8,108814,12.586014995657157,1,0,0.93,0.78,0.37,0.0,0.0,19788,15332,1,0,4096,0,1764010562.140179
0,2,1.8,108814,12.575338734324227,1,1,0.93,0.78,0.37,0.0,0.0,19788,15344,1,0,4096,0,1764010562.6541748
6,100,96.7,108831,12.61013636179954,2,0,0.93,0.78,0.37,0.0,0.0,15884,11408,1,0,0,3,1764010564.7045193
0,2,95.8,108839,12.618617503979902,2,0,0.85,0.76,0.37,0.0,0.0,15884,11408,1,0,0,3,1764010566.2341354
0,2,92.3,108846,12.603725616092621,2,0,0.85,0.76,0.37,0.0,0.0,15884,11408,1,0,0,3,1764010567.7642593
3,46,98.4,108846,12.616621941113937,2,0,0.85,0.76,0.37,0.0,0.0,15884,11408,1,0,0,3,1764010568.2727113
1,16,98.0,108855,12.596067643594466,2,0,0.85,0.76,0.37,0.0,0.0,15884,11396,1,0,0,3,1764010569.8024092
0,7,97.7,108862,12.574490620106193,2,1,0.86,0.77,0.37,0.0,0.0,15884,11408,1,0,0,3,1764010571.3320389
0,1,97.2,108869,12.566533313178152,2,0,0.86,0.77,0.37,0.0,0.0,15884,11408,1,0,0,3,1764010572.8623524
0,4,96.6,108876,12.561145293440035,2,0,0.86,0.77,0.37,0.0,0.0,15884,11404,1,0,0,3,1764010574.3928494
0,2,95.0,108883,16.903440200713714,2,0,0.86,0.77,0.37,0.0,0.0,22168,20360,1,0,0,3,1764010575.9232404
0,3,50.0,108899,12.88168257878607,2,1,0.96,0.79,0.38,0.0,0.0,22168,20360,1,0,0,1,1764010578.4762127
2,32,100.0,108908,17.56027971804692,2,0,0.96,0.79,0.38,0.0,0.0,22168,20364,1,0,0,3,1764010580.0093873
6,100,66.6,108923,13.983807005124104,2,0,0.88,0.78,0.38,0.0,0.0,22168,20364,1,0,0,3,1764010582.560066
2,21,100.0,108932,14.704803868598171,5,0,0.88,0.78,0.38,0.0,0.0,34727392,325520,37,0,278528,3,1764010584.0924442
30,48,200.0,108932,17.90164569080649,5,1,0.88,0.78,0.38,0.0,0.0,34773128,450256,37,0,991232,3,1764010584.603659
14,45,127.0,108932,18.449776921016124,2,0,0.88,0.78,0.38,0.0,0.0,34773128,459028,35,0,5324800,3,1764010585.1141381
10,97,91.3,108932,18.625161952398837,3,0,0.88,0.78,0.38,0.0,0.0,34773128,457312,35,0,5324800,3,1764010585.6226053
11,88,114.0,109252,19.25259186199485,3,0,0.89,0.78,0.38,0.0,0.0,1461953168,293080,23,0,0,3,1764010586.6497684
5,18,95.6,109252,19.11674391989412,2,0,0.89,0.78,0.38,0.0,0.0,1461953168,293080,23,0,0,3,1764010587.158998
1,6,82.0,109252,19.09404439229373,1,0,0.89,0.78,0.38,0.0,0.0,1461953168,293604,23,0,0,3,1764010587.6680434
2,15,181.0,109616,14.717550526404544,5,0,0.98,0.8,0.39,0.0,0.0,34793160,402284,40,0,401408,3,1764010591.2428339
33,55,184.0,109616,17.81428992634876,2,1,0.98,0.8,0.39,0.0,0.0,34818708,453068,40,0,4829184,3,1764010591.7524288
18,64,117.0,109616,18.13293142697213,2,0,0.98,0.8,0.39,0.0,0.0,34818708,455664,38,0,4829184,3,1764010592.2619565
7,94,131.0,109933,18.576569996612534,2,1,0.98,0.8,0.39,0.0,0.0,1461953164,285072,23,0,0,3,1764010593.2879803
10,96,111.0,109933,18.61211596016258,2,0,0.98,0.8,0.39,0.0,0.0,1461953164,287756,23,0,0,3,1764010593.7976422
4,26,93.5,109933,18.363568605206325,1,0,0.98,0.8,0.39,0.0,0.0,1461953164,287756,23,0,0,3,1764010594.3070765
1,8,80.4,109933,18.397817452893495,1,0,0.98,0.8,0.39,0.0,0.0,1461953164,287756,23,0,0,3,1764010594.8185785
3,20,218.0,110265,15.15602557712925,8,1,0.98,0.8,0.4,0.0,0.0,51579796,438780,40,0,565248,3,1764010598.398734
33,53,161.0,110265,17.605703717783506,2,1,0.98,0.8,0.4,0.0,0.0,51595924,454044,38,0,4841472,3,1764010598.910016
13,66,107.0,110265,18.057000259922063,2,0,0.98,0.8,0.4,0.0,0.0,51595924,457188,38,0,4841472,3,1764010599.4197698
8,92,122.0,110582,18.378759827523506,2,0,0.98,0.8,0.4,0.0,0.0,1461953160,287180,23,0,0,3,1764010600.4460802
9,91,102.0,110582,18.14552841756355,1,0,0.9,0.79,0.39,0.0,0.0,1461953160,288388,23,0,0,3,1764010600.9555428
2,11,86.1,110582,18.172393682646636,1,1,0.9,0.79,0.39,0.0,0.0,1461953160,288388,23,0,0,3,1764010601.4669309
4,20,74.2,110582,18.17768192424145,1,1,0.9,0.79,0.39,0.0,0.0,1461953160,288388,23,0,0,2,1764010601.9819474
0,2,42.8,110918,13.382568858143918,2,1,0.9,0.79,0.39,0.0,0.0,34185888,223460,3,0,20480,1,1764010605.0495043
4,14,206.0,110918,16.76754236954132,4,1,0.9,0.79,0.39,0.0,0.0,34767420,447496,37,0,634880,3,1764010605.5595105
31,48,135.0,110918,17.463320307296726,2,0,1.07,0.83,0.41,0.0,0.0,34769536,457720,35,0,4833280,3,1764010606.0696476
12,33,94.3,110918,17.781512806275245,2,0,1.07,0.83,0.41,0.0,0.0,34769536,456392,35,0,4833280,3,1764010606.5784636
8,94,126.0,111232,18.34408692272732,4,0,1.07,0.83,0.41,0.0,0.0,1461953228,287096,23,0,0,3,1764010607.6084423
9,78,104.0,111232,18.25366298036316,1,0,1.07,0.83,0.41,0.0,0.0,1461953228,287180,23,0,0,3,1764010608.1187463
2,15,88.4,111232,18.265636357558968,1,1,1.07,0.83,0.41,0.0,0.0,1461953228,287180,23,0,0,3,1764010608.6300695
0,2,123.0,111564,14.138937073417257,5,0,0.98,0.81,0.4,0.0,0.0,34745532,337556,38,0,282624,3,1764010612.2149553
6,24,198.0,111564,17.566690463753844,2,1,0.98,0.81,0.4,0.0,0.0,34785928,448216,38,0,655360,3,1764010612.724671
31,46,126.0,111564,17.77744684693584,2,1,0.98,0.81,0.4,0.0,0.0,34785928,457112,36,0,4833280,3,1764010613.2344933
9,97,122.0,111882,18.235353691067914,2,0,0.98,0.81,0.4,0.0,0.0,1461949612,285156,23,0,0,3,1764010614.268344
9,70,116.0,111882,18.335930059512673,2,0,0.98,0.81,0.4,0.0,0.0,1461953164,285756,23,0,0,3,1764010614.7774522
2,10,96.6,111882,18.156778403220443,1,0,0.98,0.81,0.4,0.0,0.0,1461953164,285760,23,0,0,3,1764010615.2866774
0,4,82.7,111882,18.176434697450215,1,0,0.98,0.81,0.4,0.0,0.0,1461953164,285760,23,0,0,3,1764010615.7953608
8,27,185.0,112212,14.4032992640863,3,0,0.91,0.8,0.4,0.0,0.0,34793176,410220,40,0,458752,3,1764010619.3700395
30,44,176.0,112212,17.165507494086896,2,1,0.91,0.8,0.4,0.0,0.0,34818708,455408,38,0,5189632,3,1764010619.879736
14,58,113.0,112212,17.852879123269403,2,0,0.91,0.8,0.4,0.0,0.0,34818708,457824,38,0,5189632,3,1764010620.3900936
7,60,123.0,112527,18.45102414780735,3,1,0.91,0.8,0.41,0.0,0.0,1461949616,323376,23,0,0,3,1764010621.4169972
7,24,110.0,112527,18.60460765487938,2,0,0.91,0.8,0.41,0.0,0.0,1461953168,286768,23,0,0,3,1764010621.927753
2,19,92.6,112527,18.379158940096694,2,0,0.91,0.8,0.41,0.0,0.0,1461953168,286768,23,0,0,3,1764010622.4398267
1,7,79.5,112527,18.384023124582495,1,0,0.91,0.8,0.41,0.0,0.0,1461953168,286768,23,0,0,2,1764010622.956902
5,53,130.0,112863,14.765219534365336,2,1,0.84,0.79,0.4,0.0,0.0,2053152,525648,36,2850816,12288,3,1764010626.5491288
12,66,115.0,112863,16.03556991030444,1,1,0.84,0.79,0.4,0.0,0.0,2127044,621200,38,2932736,28672,3,1764010627.0613847
2,11,90.7,112863,16.69071319920158,1,1,0.84,0.79,0.4,0.0,0.0,2409692,634720,55,2965504,32768,3,1764010627.5769563
2,17,69.9,112863,17.506125130771732,1,1,0.84,0.79,0.4,0.0,0.0,2403884,629056,55,2965504,32768,2,1764010628.0863082
7,100,57.4,112863,17.748910297952502,1,1,0.84,0.79,0.4,0.0,0.0,2403884,629056,55,2965504,32768,3,1764010628.5957353
1,12,50.9,112863,18.557537315778372,2,0,0.84,0.79,0.4,0.0,0.0,2403884,629056,55,2965504,32768,1,1764010629.1132026
3,20,45.8,112863,17.61428463810717,2,0,0.84,0.79,0.4,0.0,0.0,2403884,629056,55,2965504,32768,1,1764010629.6335037
0,2,85.7,112974,13.621313010521108,2,0,0.77,0.78,0.4,0.0,0.0,1266392,152156,16,0,12288,3,1764010633.2136037
7,39,149.0,112974,15.388334039263697,2,1,0.77,0.78,0.4,0.0,0.0,2101012,601380,35,0,28672,3,1764010633.723983
11,55,100.0,112974,15.960711358294832,1,0,0.77,0.78,0.4,0.0,0.0,2129568,624380,38,0,28672,3,1764010634.2364137
7,100,79.0,112974,16.522886362173704,1,1,0.77,0.78,0.4,0.0,0.0,2429524,635016,56,0,32768,3,1764010634.7489262
4,32,67.5,112974,17.39429877667007,1,1,0.77,0.78,0.4,0.0,0.0,2429524,641576,56,0,32768,2,1764010635.2611487
9,100,58.1,112974,18.114746860356,2,1,0.77,0.78,0.4,0.0,0.0,2421996,634048,56,0,32768,3,1764010635.7767305
3,23,51.0,112974,18.843975420652182,1,1,0.79,0.78,0.4,0.0,0.0,2421996,634112,56,0,32768,1,1764010636.300615
2,18,46.5,112974,18.140539510398625,1,1,0.79,0.78,0.4,0.0,0.0,2421996,634112,56,0,32768,1,1764010636.8199377
0,2,143.0,113088,14.98645262259366,3,0,0.79,0.78,0.4,0.0,0.0,1927976,453168,32,0,12288,3,1764010640.4002686
8,35,146.0,113088,16.16308637743976,1,1,0.79,0.78,0.4,0.0,0.0,2133484,629808,38,0,28672,3,1764010640.91011
11,55,95.4,113088,16.298235872537415,2,0,0.81,0.78,0.41,0.0,0.0,2149872,634120,39,0,32768,3,1764010641.4307783
1,10,78.8,113088,17.212178720614713,1,1,0.81,0.78,0.41,0.0,0.0,2419320,648704,55,16384,32768,2,1764010641.9444041
3,23,65.2,113088,17.478511529613904,3,1,0.81,0.78,0.41,0.0,0.0,2411792,641176,55,16384,32768,2,1764010642.4604712
9,100,56.5,113088,18.266808750742726,2,1,0.81,0.78,0.41,0.0,0.0,2411792,641176,55,16384,32768,3,1764010642.981315
2,19,50.4,113088,17.209559544353127,2,1,0.81,0.78,0.41,0.0,0.0,2411792,641176,55,16384,32768,1,1764010643.4936295
2,19,44.8,113088,17.986856225183303,1,1,0.81,0.78,0.41,0.0,0.0,2411792,641176,55,16384,32768,1,1764010644.00296
7,37,134.0,113199,14.731743967288736,4,0,0.74,0.77,0.41,0.0,0.0,1965424,482236,33,0,12288,3,1764010647.578108
11,55,123.0,113199,16.02312258692796,1,1,0.74,0.77,0.41,0.0,0.0,2128644,629132,38,0,28672,3,1764010648.0891128
1,10,80.9,113199,16.010201317370832,3,0,0.74,0.77,0.41,0.0,0.0,2145032,632780,39,0,32768,3,1764010648.6044765
3,23,71.2,113199,16.781486365067277,1,1,0.74,0.77,0.41,0.0,0.0,2412232,639944,55,12288,32768,2,1764010649.1171343
21,100,59.6,113199,17.17144429361315,1,1,0.74,0.77,0.41,0.0,0.0,2404704,632416,55,12288,32768,3,1764010649.6330752
9,100,52.3,113199,17.964830200050187,2,1,0.74,0.77,0.41,0.0,0.0,2404704,632416,55,12288,32768,3,1764010650.154925
2,18,46.3,113199,17.33385816636708,1,1,0.74,0.77,0.41,0.0,0.0,2404704,632416,55,12288,32768,1,1764010650.674335
0,4,80.0,113309,13.338017917161194,1,1,0.76,0.77,0.41,0.0,0.0,1162040,92984,13,0,12288,3,1764010654.2562406
9,48,155.0,113309,14.880612957089912,4,1,0.76,0.77,0.41,0.0,0.0,2099020,602372,35,0,28672,3,1764010654.7655656
10,46,106.0,113309,15.517022899582777,1,1,0.76,0.77,0.41,0.0,0.0,2135704,629952,38,0,28672,3,1764010655.2779574
1,10,81.0,113309,16.171093573439453,2,0,0.76,0.77,0.41,0.0,0.0,2414564,644864,55,8192,32768,3,1764010655.7930555
3,18,66.5,113309,16.989598627451862,1,0,0.78,0.78,0.41,0.0,0.0,2409284,640428,55,8192,32768,2,1764010656.3089492
2,20,56.5,113309,17.38916020229021,2,1,0.78,0.78,0.41,0.0,0.0,2409284,640428,55,8192,32768,1,1764010656.824875
2,20,50.1,113309,18.157626517438473,2,1,0.78,0.78,0.41,0.0,0.0,2409284,640492,55,8192,32768,1,1764010657.3411179
2,17,44.7,113309,17.312755089059472,2,0,0.78,0.78,0.41,0.0,0.0,2409284,640492,55,8192,32768,1,1764010657.861728
0,1,148.0,113420,13.992487703591062,3,0,0.8,0.78,0.42,0.0,0.0,1917032,443304,32,0,12288,3,1764010661.4409034
7,34,149.0,113420,15.06590096919499,2,1,0.8,0.78,0.42,0.0,0.0,2115788,625248,37,0,28672,3,1764010661.9496105
11,52,101.0,113420,15.736859093804922,2,1,0.8,0.78,0.42,0.0,0.0,2150204,631600,39,0,32768,3,1764010662.4643586
3,18,83.1,113420,16.633116265982583,1,1,0.8,0.78,0.42,0.0,0.0,2417540,643768,55,0,32768,3,1764010662.9775486
3,20,68.2,113420,17.027115209332056,2,1,0.8,0.78,0.42,0.0,0.0,2410012,636240,55,0,32768,2,1764010663.4926567
2,20,58.7,113420,17.8059085623117,1,0,0.8,0.78,0.42,0.0,0.0,2410012,636240,55,0,32768,1,1764010664.0090137
2,20,52.2,113420,17.327472365195984,1,1,0.8,0.78,0.42,0.0,0.0,2410012,636304,55,0,32768,1,1764010664.5258913
2,20,47.2,113420,18.07451132407093,3,1,0.8,0.78,0.42,0.0,0.0,2410012,636304,55,0,32768,1,1764010665.04455
0,2,465.0,113532,14.282068819978777,11,0,0.74,0.77,0.41,0.0,0.0,8949360,440068,71,0,40960,3,1764010668.6251183
28,55,706.0,113532,16.037091526989734,5,0,0.74,0.77,0.41,0.0,0.0,11004956,869140,95,0,155648,3,1764010669.139096
53,84,637.0,113532,17.155280234398816,4,1,0.74,0.77,0.41,0.0,0.0,11283248,1040612,98,0,155648,3,1764010669.6487272
32,67,568.0,113532,17.597771355391288,4,0,0.74,0.77,0.41,0.18,0.0,11423608,1105768,100,0,155648,3,1764010670.1585524
24,89,526.0,113532,17.70879948434656,8,1,0.74,0.77,0.41,0.18,0.0,11959440,1137968,108,0,180224,3,1764010670.6682208
25,98,610.0,113532,18.920729757384457,6,1,2.36,1.1,0.52,0.18,0.0,13793076,1371932,160,0,200704,3,1764010671.1793993
67,91,630.0,113532,19.11028328511555,13,1,2.36,1.1,0.52,0.18,0.0,13749416,1422868,164,0,245760,3,1764010671.6932
47,82,631.0,113532,20.60840221766901,6,1,2.36,1.1,0.52,0.69,0.0,13771564,1662276,179,0,348160,3,1764010672.2105918
0,4,40.0,113814,13.581152307843514,2,0,2.36,1.1,0.52,0.56,0.0,3728332,51584,7,0,0,1,1764010675.283241
31,59,583.0,113814,15.087827216184813,14,0,2.36,1.1,0.52,0.56,0.0,9825432,616000,80,0,106496,3,1764010675.7943356
49,95,633.0,113814,17.08760570870669,4,1,3.05,1.27,0.58,0.46,0.0,11168360,930728,97,0,122880,3,1764010676.3069155
32,71,584.0,113814,17.561876168339698,4,0,3.05,1.27,0.58,0.46,0.0,11415984,1048536,100,0,126976,3,1764010676.8181472
24,93,538.0,113814,17.945473240250298,2,1,3.05,1.27,0.58,0.46,0.0,11423232,1115560,100,0,139264,3,1764010677.3275197
27,97,535.0,113814,18.71493733683155,6,0,3.05,1.27,0.58,0.46,0.0,12529868,1292964,109,0,212992,3,1764010677.839218
78,91,648.0,113814,19.355986962987792,12,1,3.05,1.27,0.58,0.74,0.0,13776448,1402824,158,0,233472,3,1764010678.3542495
45,97,650.0,113814,20.794962401101145,10,0,3.05,1.27,0.58,0.74,0.0,13783072,1630100,164,0,331776,3,1764010678.8676147
36,99,626.0,113814,21.704564899944966,1,0,3.05,1.27,0.58,0.74,0.0,13784240,1797524,157,0,3584000,3,1764010679.380472
0,5,342.0,114075,14.477334646413698,10,0,2.81,1.25,0.58,1.23,0.0,7078648,270448,48,0,20480,3,1764010682.4588509
37,66,669.0,114075,16.069943480670723,14,0,2.81,1.25,0.58,1.23,0.0,10081844,763432,83,0,110592,3,1764010682.9699664
41,80,643.0,114075,17.388860867860313,6,1,2.81,1.25,0.58,1.23,0.0,11083668,1009548,95,0,126976,3,1764010683.480837
43,99,597.0,114075,17.86018787226602,4,0,2.81,1.25,0.58,1.23,0.0,11416832,1087344,100,0,126976,3,1764010683.9917278
17,98,535.0,114075,18.15071688101506,4,0,2.81,1.25,0.58,1.19,0.0,11524392,1129632,100,0,151552,3,1764010684.501855
34,97,578.0,114075,19.123179610136866,34,0,2.81,1.25,0.58,1.19,0.0,13818508,1349632,153,0,172032,3,1764010685.0133903
85,98,715.0,114075,19.40719809503568,11,1,2.81,1.25,0.58,1.19,0.0,13828788,1400656,161,0,180224,3,1764010685.5276537
59,97,714.0,114075,20.773734601114423,8,1,3.22,1.36,0.62,3.15,0.0,13788476,1624248,167,0,249856,3,1764010686.040985
43,99,678.0,114075,21.6352190903526,1,0,3.22,1.36,0.62,3.15,0.0,13789004,1779820,161,0,528384,3,1764010686.5538194
1,4,438.0,114342,14.489657247111055,4,0,3.22,1.36,0.62,2.58,0.0,8687032,362376,69,0,28672,3,1764010689.6279936
39,75,687.0,114342,16.372296199400637,7,0,3.22,1.36,0.62,2.11,0.0,10974588,863608,95,0,118784,3,1764010690.1384528
42,95,624.0,114342,17.471701671333793,9,1,3.22,1.36,0.62,2.11,0.0,11215908,1040460,97,0,126976,3,1764010690.6486695
32,77,563.0,114342,17.78530437572059,2,0,4.01,1.55,0.68,2.11,0.0,11415744,1099688,100,0,126976,3,1764010691.1591408
22,85,515.0,114342,18.066928185180252,4,1,4.01,1.55,0.68,2.11,0.0,11525092,1155432,100,0,155648,3,1764010691.6679432
37,81,615.0,114342,19.279656683364543,25,1,4.01,1.55,0.68,2.63,0.0,13826592,1396884,160,0,172032,3,1764010692.1814668
66,88,645.0,114342,19.83434832649603,6,0,4.01,1.55,0.68,2.63,0.0,13782476,1482756,163,0,180224,3,1764010692.6963003
51,92,645.0,114342,21.336857497354632,6,1,4.01,1.55,0.68,2.63,0.0,13787044,1722048,169,0,323584,3,1764010693.2081473
37,97,592.0,114342,21.78797942774241,1,0,4.01,1.55,0.68,2.63,0.0,2,0,536576,3,1764010693.720024
14,100,520.0,114610,15.222477820565972,1,0,3.68,1.53,0.68,1.91,0.0,9519596,542132,78,4096,90112,3,1764010696.7899923
40,67,674.0,114610,16.73586280904409,5,1,3.68,1.53,0.68,1.91,0.0,10966372,880192,94,4096,118784,3,1764010697.3030715
41,91,676.0,114610,17.639004673109337,14,1,3.68,1.53,0.68,1.91,0.0,12214748,1070460,112,4096,126976,3,1764010697.8147123
43,96,579.0,114610,17.96001590463604,5,0,3.68,1.53,0.68,1.75,0.0,12222000,1116232,112,4096,126976,3,1764010698.329337
18,90,557.0,114610,18.37983244256396,63,0,3.68,1.53,0.68,1.75,0.0,13553460,1219436,159,4096,155648,3,1764010698.8425918
44,87,653.0,114610,19.262893955290416,11,1,3.68,1.53,0.68,1.75,0.0,13834160,1381384,166,4096,172032,3,1764010699.3563895
65,93,669.0,114610,19.945700734417027,7,0,3.68,1.53,0.68,1.75,0.0,13788444,1505624,171,4096,212992,3,1764010699.8681183
43,89,647.0,114610,20.951838586902028,4,0,3.68,1.53,0.68,2.7,0.0,13799892,1673544,181,4096,442368,3,1764010700.3814118
0,2,109.0,114890,14.237517878996053,2,0,3.47,1.52,0.68,2.21,0.0,5064768,114828,18,0,0,3,1764010703.4450176
3,21,598.0,114890,15.427322348757533,11,0,3.47,1.52,0.68,2.21,0.0,9860604,650608,80,0,135168,3,1764010703.9550025
46,73,605.0,114890,17.25116703010855,6,1,3.47,1.52,0.68,1.81,0.0,11102600,956728,96,0,155648,3,1764010704.4683366
39,72,598.0,114890,17.79550669087284,5,0,3.47,1.52,0.68,1.81,0.0,11483204,1080304,101,0,155648,3,1764010704.9799778
36,64,533.0,114890,17.9442509579949,4,0,3.47,1.52,0.68,1.81,0.0,11494816,1123232,101,0,180224,3,1764010705.4887393
20,98,556.0,114890,18.712767162214817,68,0,8.88,2.67,1.06,1.81,0.0,13826268,1314976,158,0,192512,3,1764010706.0012996
89,95,695.0,114890,19.429772899956944,8,1,8.88,2.67,1.06,2.2,0.0,13778452,1393336,161,0,204800,3,1764010706.5189235
48,98,700.0,114890,20.39792022438108,7,0,8.88,2.67,1.06,2.2,0.0,13786104,1569576,168,0,258048,3,1764010707.030216
37,89,678.0,114890,21.47048537576698,1,0,8.88,2.67,1.06,2.2,0.0,13789188,1769212,162,0,614400,3,1764010707.5448172
5,20,404.0,115156,14.675518983540103,5,0,8.88,2.67,1.06,3.11,0.0,4761052,212792,45,30449664,32768,3,1764010710.618834
36,92,498.0,115156,15.731121850565266,7,0,8.57,2.71,1.08,3.11,0.0,6317508,465588,76,35737600,262144,3,1764010711.129275
57,73,694.0,115156,17.303775056162618,13,0,8.57,2.71,1.08,3.11,0.0,6945616,795008,100,39100416,327680,3,1764010711.6416702
63,96,716.0,115156,19.13747282916435,18,1,8.57,2.71,1.08,2.72,0.0,7104832,1051660,105,42250240,335872,3,1764010712.1543672
82,89,735.0,115156,19.667968272546,11,0,8.57,2.71,1.08,2.72,0.0,7216604,1171204,108,43274240,339968,3,1764010712.6713777
45,97,684.0,115156,20.07882972211288,7,0,8.57,2.71,1.08,2.72,0.0,7239408,1223348,109,52838400,978944,3,1764010713.1807718
47,80,647.0,115156,20.82092966289455,6,0,8.57,2.71,1.08,2.72,0.0,7252544,1310916,115,53854208,987136,3,1764010713.689892
42,96,628.0,115156,21.76610306982425,6,0,8.57,2.71,1.08,3.5,0.0,7310124,1414996,119,56008704,1077248,3,1764010714.1987185
62,94,669.0,115156,22.765979843817274,20,1,8.57,2.71,1.08,3.5,0.0,7504744,1571060,175,72290304,1155072,3,1764010714.7102685
67,92,651.0,115156,23.237581238117045,1,0,8.57,2.71,1.08,3.5,0.0,7861636,1649940,171,83968000,1253376,3,1764010715.2247624
8,25,600.0,115500,15.662299876225216,7,0,7.88,2.67,1.08,4.49,0.0,5287016,284496,65,0,28672,3,1764010717.7883477
37,94,580.0,115500,16.627653412637,13,0,7.88,2.67,1.08,3.68,0.0,6570424,546360,83,0,282624,3,1764010718.29851
64,82,711.0,115500,19.23712624978361,9,0,7.88,2.67,1.08,3.68,0.0,7058072,936620,103,0,307200,3,1764010718.8164954
65,91,745.0,115500,20.156332394919897,26,1,7.88,2.67,1.08,3.68,0.0,7140240,1083132,111,0,307200,3,1764010719.3291342
76,92,734.0,115500,20.726215260368576,7,0,7.88,2.67,1.08,3.68,0.0,7232804,1195176,114,69632,311296,3,1764010719.844401
44,88,685.0,115500,21.40286073914651,10,0,7.88,2.67,1.08,4.46,0.0,7257676,1291616,119,69632,548864,3,1764010720.3540037
52,78,656.0,115500,21.93487779921345,4,0,7.88,2.67,1.08,4.46,0.0,7307676,1361656,119,69632,561152,3,1764010720.8668396
38,91,671.0,115500,23.240699305095124,16,0,7.73,2.72,1.1,4.46,0.0,7440680,1532496,174,4849664,581632,3,1764010721.3783624
83,98,708.0,115500,24.125606713472592,2,0,7.73,2.72,1.1,4.46,0.0,7875148,1707000,170,16379904,729088,3,1764010721.889983
0,2,66.6,115840,15.213572621276594,2,1,7.73,2.72,1.1,4.18,0.0,4003588,58460,17,0,0,2,1764010724.449697
8,36,547.0,115840,16.153482731147296,4,0,7.73,2.72,1.1,4.18,0.0,5502164,327148,65,0,49152,3,1764010724.9596689
37,93,650.0,115840,17.35995015083961,14,0,7.73,2.72,1.1,4.18,0.0,6819408,620272,88,0,282624,3,1764010725.4689233
65,97,705.0,115840,19.590665156025576,9,2,7.83,2.83,1.14,4.18,0.0,7106412,998908,107,0,307200,3,1764010725.9793093
63,97,754.0,115840,20.260051774878562,21,1,7.83,2.83,1.14,3.6,0.0,7150140,1120908,113,0,307200,3,1764010726.5051756
78,98,727.0,115840,20.797606521898558,7,0,7.83,2.83,1.14,3.6,0.0,7238476,1221724,114,0,544768,3,1764010727.0187411
42,92,672.0,115840,21.494432130158593,7,0,7.83,2.83,1.14,3.6,0.0,7261848,1310476,119,0,548864,3,1764010727.5280266
49,95,648.0,115840,22.083098231083188,10,0,7.83,2.83,1.14,4.21,0.0,7317356,1357820,123,0,565248,3,1764010728.0379593
44,90,650.0,115840,22.547041652884815,51,1,7.83,2.83,1.14,4.21,0.0,7554836,1424276,192,675840,593920,3,1764010728.552394
70,94,706.0,115840,23.753558961648768,9,0,7.83,2.83,1.14,4.21,0.0,7493848,1640904,193,1343488,663552,3,1764010729.0673804
0,1,368.0,116196,15.61325891879406,11,0,7.2,2.78,1.14,4.9,0.0,4679332,171512,43,0,28672,3,1764010731.6230834
11,35,541.0,116196,16.820699175383535,5,0,7.2,2.78,1.14,4.01,0.0,6293684,451608,70,4096,143360,3,1764010732.1329474
34,82,697.0,116196,18.191850420589816,13,0,7.2,2.78,1.14,4.01,0.0,6949152,757752,100,4096,303104,3,1764010732.6427417
70,95,725.0,116196,19.982942926403148,14,1,7.2,2.78,1.14,4.01,0.0,7122072,1016432,108,4096,307200,3,1764010733.1590323
61,95,738.0,116196,20.45978267322608,9,0,7.2,2.78,1.14,4.01,0.0,7159100,1132800,115,4096,307200,3,1764010733.6776245
76,91,699.0,116196,21.031710990612375,6,0,7.2,2.78,1.14,4.37,0.0,7263944,1231280,116,4096,544768,3,1764010734.1873844
41,99,669.0,116196,21.624742385306273,5,1,7.2,2.78,1.14,4.37,0.0,7275856,1325396,120,4096,548864,3,1764010734.6973453
49,97,632.0,116196,22.64804207843859,7,0,7.2,2.78,1.14,4.37,0.0,7338628,1429112,125,4096,565248,3,1764010735.2066932
42,97,683.0,116196,23.342946957440137,20,0,7.2,2.78,1.14,4.37,0.0,7594588,1595064,177,4096,638976,3,1764010735.7199473
80,98,672.0,116196,24.17000798724037,1,0,7.43,2.9,1.19,5.03,0.0,7882284,1693348,173,4096,724992,3,1764010736.2381752
10,40,424.0,116538,15.83583901195691,5,0,7.43,2.9,1.19,4.12,0.0,4872328,250184,62,0,28672,3,1764010738.8013992
37,92,535.0,116538,16.80994808044314,6,0,7.43,2.9,1.19,4.12,0.0,6501848,504388,84,0,270336,3,1764010739.3150034
69,98,722.0,116538,18.982292871799554,8,0,7.43,2.9,1.19,4.12,0.0,7047152,911248,100,0,303104,3,1764010739.82398
66,93,751.0,116538,20.15867718128741,23,1,7.43,2.9,1.19,3.55,0.0,7114736,1072412,109,0,307200,3,1764010740.3351505
76,89,744.0,116538,20.778823286422643,6,0,7.43,2.9,1.19,3.55,0.0,7218288,1179508,110,0,307200,3,1764010740.8505116
39,79,697.0,116538,21.225829368399364,8,0,7.39,2.97,1.22,3.55,0.0,7231408,1265376,111,0,544768,3,1764010741.3596673
46,82,662.0,116538,21.695285532618225,19,0,7.39,2.97,1.22,3.55,0.0,7257808,1334460,116,0,557056,3,1764010741.8701332
45,94,629.0,116538,22.738915022447593,9,0,7.39,2.97,1.22,4.36,0.0,7321756,1463632,121,0,573440,3,1764010742.3855073
